time,wall_distance,desired_velocity,actual_velocity,desired_heading,control_variable
267.37,0.94,5.0,5.0,-5.0,-1.0
267.38,0.94,5.0,5.0,-5.0,-1.0
267.39,0.95,5.0,5.0,-5.0,-1.0
267.4,0.95,5.0,5.0,-5.0,-1.0
267.41,0.95,5.0,5.0,-5.0,-1.0
267.42,0.95,5.0,5.0,-5.0,-1.0
267.43,0.95,5.0,5.0,-5.0,-1.0
267.44,0.95,5.0,5.0,-5.0,-1.0
267.45,0.95,5.0,5.0,-5.0,-1.0
267.46,0.95,5.0,5.0,-5.0,-1.0
267.47,0.95,5.0,5.0,-5.0,-1.0
267.48,0.95,5.0,5.0,-5.0,-1.0
267.49,0.95,5.0,5.0,-5.0,-1.0
267.5,0.95,5.0,5.0,-5.0,-1.0
267.51,0.95,5.0,5.0,-5.0,-1.0
267.52,0.95,5.0,5.0,-5.0,-1.0
267.53,0.95,5.0,5.0,-5.0,-1.0
267.54,0.95,5.0,5.0,-5.0,-1.0
267.55,0.95,5.0,5.0,-5.0,-1.0
267.56,0.95,5.0,5.0,-5.0,-1.0
267.57,0.95,5.0,5.0,-5.0,-1.0
267.58,0.95,5.0,5.0,-5.0,-1.0
267.59,0.95,5.0,5.0,-5.0,-1.0
267.6,0.95,5.0,5.0,-5.0,-1.0
267.61,0.95,5.0,5.0,-5.0,-1.0
267.62,0.95,5.0,5.0,-5.0,-1.0
267.63,0.95,5.0,5.0,-5.0,-1.0
267.64,0.95,5.0,5.0,-5.0,-1.0
267.65,0.95,5.0,5.0,-5.0,-1.0
267.66,0.95,5.0,5.0,-5.0,-1.0
267.67,0.95,5.0,5.0,-5.0,-1.0
267.68,0.95,5.0,5.0,-5.0,-1.0
267.69,0.95,5.0,5.0,-5.0,-1.0
267.7,0.95,5.0,5.0,-5.0,-1.0
267.71,0.95,5.0,5.0,-5.0,-1.0
267.72,0.95,5.0,5.0,-5.0,-1.0
267.73,0.95,5.0,5.0,-5.0,-1.0
267.74,0.95,5.0,5.0,-5.0,-1.0
267.75,0.95,5.0,5.0,-5.0,-1.0
267.76,0.95,5.0,5.0,-5.0,-1.0
267.77,0.95,5.0,5.0,-5.0,-1.0
267.78,0.95,5.0,5.0,-5.0,-1.0
267.79,0.95,5.0,5.0,-5.0,-1.0
267.8,0.95,5.0,5.0,-5.0,-1.0
267.81,0.95,5.0,5.0,-5.0,-1.0
267.82,0.95,5.0,5.0,-5.0,-1.0
267.83,0.95,5.0,5.0,-5.0,-1.0
267.84,0.95,5.0,5.0,-5.0,-1.0
267.85,0.95,5.0,5.0,-5.0,-1.0
267.86,0.95,5.0,5.0,-5.0,-1.0
267.87,0.95,5.0,5.0,-5.0,-1.0
267.88,0.95,5.0,5.0,-5.0,-1.0
267.89,0.95,5.0,5.0,-5.0,-1.0
267.9,0.95,5.0,5.0,-5.0,-1.0
267.91,0.95,5.0,5.0,-5.0,-1.0
267.92,0.95,5.0,5.0,-5.0,-1.0
267.93,0.95,5.0,5.0,-5.0,-1.0
267.94,0.95,5.0,5.0,-5.0,-1.0
267.95,0.95,5.0,5.0,-5.0,-1.0
267.96,0.95,5.0,5.0,-5.0,-1.0
267.97,0.95,5.0,5.0,-5.0,-1.0
267.98,0.95,5.0,5.0,-5.0,-1.0
267.99,0.95,5.0,5.0,-5.0,-1.0
268.0,0.95,5.0,5.0,-5.0,-1.0
268.01,0.95,5.0,5.0,-5.0,-1.0
268.02,0.95,5.0,5.0,-5.0,-1.0
268.03,0.95,5.0,5.0,-5.0,-1.0
268.04,0.95,5.0,5.0,-5.0,-1.0
268.05,0.95,5.0,5.0,-5.0,-1.0
268.06,0.95,5.0,5.0,-5.0,-1.0
268.07,0.95,5.0,5.0,-5.0,-1.0
268.08,0.95,5.0,5.0,-5.0,-1.0
268.09,0.95,5.0,5.0,-5.0,-1.0
268.1,0.95,5.0,5.0,-5.0,-1.0
268.11,0.95,5.0,5.0,-5.0,-1.0
268.12,0.95,5.0,5.0,-5.0,-1.0
268.13,0.95,5.0,5.0,-5.0,-1.0
268.14,0.95,5.0,5.0,-5.0,-1.0
268.15,0.95,5.0,5.0,-5.0,-1.0
268.16,0.95,5.0,5.0,-5.0,-1.0
268.17,0.95,5.0,5.0,-5.0,-1.0
268.18,0.96,5.0,5.0,-5.0,-1.0
268.19,0.96,5.0,5.0,-5.0,-1.0
268.2,0.96,5.0,5.0,-5.0,-1.0
268.21,0.96,5.0,5.0,-5.0,-1.0
268.22,0.96,5.0,5.0,-5.0,-1.0
268.23,0.96,5.0,5.0,-5.0,-1.0
268.24,0.96,5.0,5.0,-5.0,-1.0
268.25,0.96,5.0,5.0,-5.0,-1.0
268.26,0.96,5.0,5.0,-5.0,-1.0
268.27,0.96,5.0,5.0,-5.0,-1.0
268.28,0.96,5.0,5.0,-5.0,-1.0
268.29,0.96,5.0,5.0,-5.0,-1.0
268.3,0.96,5.0,5.0,-5.0,-1.0
268.31,0.96,5.0,5.0,-5.0,-1.0
268.32,0.96,5.0,5.0,-5.0,-1.0
268.33,0.96,5.0,5.0,-5.0,-1.0
268.34,0.96,5.0,5.0,-5.0,-1.0
268.35,0.96,5.0,5.0,-5.0,-1.0
268.36,0.96,5.0,5.0,-5.0,-1.0
268.37,0.96,5.0,5.0,-5.0,-1.0
268.38,0.96,5.0,5.0,-5.0,-1.0
268.39,0.96,5.0,5.0,-5.0,-1.0
268.4,0.96,5.0,5.0,-5.0,-1.0
268.41,0.96,5.0,5.0,-5.0,-1.0
268.42,0.96,5.0,5.0,-5.0,-1.0
268.43,0.96,5.0,5.0,-5.0,-1.0
268.44,0.95,5.0,5.0,-5.0,-1.0
268.45,0.95,5.0,5.0,-5.0,-1.0
268.46,0.95,5.0,5.0,-5.0,-1.0
268.47,0.95,5.0,5.0,-5.0,-1.0
268.48,0.95,5.0,5.0,-5.0,-1.0
268.49,0.95,5.0,5.0,-5.0,-1.0
268.5,0.95,5.0,5.0,-5.0,-1.0
268.51,0.95,5.0,5.0,-5.0,-1.0
268.52,0.95,5.0,5.0,-5.0,-1.0
268.53,0.95,5.0,5.0,-5.0,-1.0
268.54,0.95,5.0,5.0,-5.0,-1.0
268.55,0.95,5.0,5.0,-5.0,-1.0
268.56,0.95,5.0,5.0,-5.0,-1.0
268.57,0.95,5.0,5.0,-5.0,-1.0
268.58,0.95,5.0,5.0,-5.0,-1.0
268.59,0.95,5.0,5.0,-5.0,-1.0
268.6,0.95,5.0,5.0,-5.0,-1.0
268.61,0.95,5.0,5.0,-5.0,-1.0
268.62,0.95,5.0,5.0,-5.0,-1.0
268.63,0.95,5.0,5.0,-5.0,-1.0
268.64,0.95,5.0,5.0,-5.0,-1.0
268.65,0.94,5.0,5.0,-5.0,-1.0
268.66,0.94,5.0,5.0,-5.0,-1.0
268.67,0.94,5.0,5.0,-5.0,-1.0
268.68,0.94,5.0,5.0,-5.0,-1.0
268.69,0.94,5.0,5.0,-5.0,-1.0
268.7,0.94,5.0,5.0,-5.0,-1.0
268.71,0.94,5.0,5.0,-5.0,-1.0
268.72,0.94,5.0,5.0,-5.0,-1.0
268.73,0.94,5.0,5.0,-5.0,-1.0
268.74,0.94,5.0,5.0,-5.0,-1.0
268.75,0.94,5.0,5.0,-5.0,-1.0
268.76,0.94,5.0,5.0,-5.0,-1.0
268.77,0.94,5.0,5.0,-5.0,-1.0
268.78,0.94,5.0,5.0,-5.0,-1.0
268.79,0.94,5.0,5.0,-5.0,-1.0
268.8,0.94,5.0,5.0,-5.0,-1.0
268.81,0.95,5.0,5.0,-5.0,-1.0
268.82,0.95,5.0,5.0,-5.0,-1.0
268.83,0.95,5.0,5.0,-5.0,-1.0
268.84,0.95,5.0,5.0,-5.0,-1.0
268.85,0.95,5.0,5.0,-5.0,-1.0
268.86,0.95,5.0,5.0,-5.0,-1.0
268.87,0.95,5.0,5.0,-5.0,-1.0
268.88,0.95,5.0,5.0,-5.0,-1.0
268.89,0.95,5.0,5.0,-5.0,-1.0
268.9,0.96,5.0,5.0,-5.0,-1.0
268.91,0.96,5.0,5.0,-5.0,-1.0
268.92,0.96,5.0,5.0,-5.0,-1.0
268.93,0.96,5.0,5.0,-5.0,-1.0
268.94,0.96,5.0,5.0,-5.0,-1.0
268.95,0.96,5.0,5.0,-5.0,-1.0
268.96,0.96,5.0,5.0,-5.0,-1.0
268.97,0.96,5.0,5.0,-5.0,-1.0
268.98,0.97,5.0,5.0,-5.0,-1.0
268.99,0.97,5.0,5.0,-5.0,-1.0
269.0,0.97,5.0,5.0,-5.0,-1.0
269.01,0.96,5.0,5.0,-5.0,-1.0
269.02,0.96,5.0,5.0,-5.0,-1.0
269.03,0.96,5.0,5.0,-5.0,-1.0
269.04,0.96,5.0,5.0,-5.0,-1.0
269.05,0.96,5.0,5.0,-5.0,-1.0
269.06,0.96,5.0,5.0,-5.0,-1.0
269.07,0.96,5.0,5.0,-5.0,-1.0
269.08,0.96,5.0,5.0,-5.0,-1.0
269.09,0.96,5.0,5.0,-5.0,-1.0
269.1,0.96,5.0,5.0,-5.0,-1.0
269.11,0.96,5.0,5.0,-5.0,-1.0
269.12,0.96,5.0,5.0,-5.0,-1.0
269.13,0.96,5.0,5.0,-5.0,-1.0
269.14,0.96,5.0,5.0,-5.0,-1.0
269.15,0.96,5.0,5.0,-5.0,-1.0
269.16,0.96,5.0,5.0,-5.0,-1.0
269.17,0.96,5.0,5.0,-5.0,-1.0
269.18,0.96,5.0,5.0,-5.0,-1.0
269.19,0.96,5.0,5.0,-5.0,-1.0
269.2,0.96,5.0,5.0,-5.0,-1.0
269.21,0.96,5.0,5.0,-5.0,-1.0
269.22,0.96,5.0,5.0,-5.0,-1.0
269.23,0.96,5.0,5.0,-5.0,-1.0
269.24,0.96,5.0,5.0,-5.0,-1.0
269.25,0.96,5.0,5.0,-5.0,-1.0
269.26,0.96,5.0,5.0,-5.0,-1.0
269.27,0.96,5.0,5.0,-5.0,-1.0
269.28,0.96,5.0,5.0,-5.0,-1.0
269.29,0.96,5.0,5.0,-5.0,-1.0
269.3,0.96,5.0,5.0,-5.0,-1.0
269.31,0.96,5.0,5.0,-5.0,-1.0
269.32,0.96,5.0,5.0,-5.0,-1.0
269.33,0.96,5.0,5.0,-5.0,-1.0
269.34,0.96,5.0,5.0,-5.0,-1.0
269.35,0.96,5.0,5.0,-5.0,-1.0
269.36,0.96,5.0,5.0,-5.0,-1.0
269.37,0.96,5.0,5.0,-5.0,-1.0
269.38,0.96,5.0,5.0,-5.0,-1.0
269.39,0.96,5.0,5.0,-5.0,-1.0
269.4,0.96,5.0,5.0,-5.0,-1.0
269.41,0.96,5.0,5.0,-5.0,-1.0
269.42,0.96,5.0,5.0,-5.0,-1.0
269.43,0.96,5.0,5.0,-5.0,-1.0
269.44,0.96,5.0,5.0,-5.0,-1.0
269.45,0.96,5.0,5.0,-5.0,-1.0
269.46,0.96,5.0,5.0,-5.0,-1.0
269.47,0.96,5.0,5.0,-5.0,-1.0
269.48,0.96,5.0,5.0,-5.0,-1.0
269.49,0.96,5.0,5.0,-5.0,-1.0
269.5,0.96,5.0,5.0,-5.0,-1.0
269.51,0.96,5.0,5.0,-5.0,-1.0
269.52,0.96,5.0,5.0,-5.0,-1.0
269.53,0.96,5.0,5.0,-5.0,-1.0
269.54,0.96,5.0,5.0,-5.0,-1.0
269.55,0.96,5.0,5.0,-5.0,-1.0
269.56,0.97,5.0,5.0,-5.0,-1.0
269.57,0.97,5.0,5.0,-5.0,-1.0
269.58,0.97,5.0,5.0,-5.0,-1.0
269.59,0.97,5.0,5.0,-5.0,-1.0
269.6,0.97,5.0,5.0,-5.0,-1.0
269.61,0.97,5.0,5.0,-5.0,-1.0
269.62,0.97,5.0,5.0,-5.0,-1.0
269.63,0.97,5.0,5.0,-5.0,-1.0
269.64,0.97,5.0,5.0,-5.0,-1.0
269.65,0.97,5.0,5.0,-5.0,-1.0
269.66,0.97,5.0,5.0,-5.0,-1.0
269.67,0.97,5.0,5.0,-5.0,-1.0
269.68,0.97,5.0,5.0,-5.0,-1.0
269.69,0.97,5.0,5.0,-5.0,-1.0
269.7,0.97,5.0,5.0,-5.0,-1.0
269.71,0.97,5.0,5.0,-5.0,-1.0
269.72,0.97,5.0,5.0,-5.0,-1.0
269.73,0.97,5.0,5.0,-5.0,-1.0
269.74,0.97,5.0,5.0,-5.0,-1.0
269.75,0.97,5.0,5.0,-5.0,-1.0
269.76,0.97,5.0,5.0,-5.0,-1.0
269.77,0.97,5.0,5.0,-5.0,-1.0
269.78,0.97,5.0,5.0,-5.0,-1.0
269.79,0.97,5.0,5.0,-5.0,-1.0
269.8,0.97,5.0,5.0,-5.0,-1.0
269.81,0.97,5.0,5.0,-5.0,-1.0
269.82,0.97,5.0,5.0,-5.0,-1.0
269.83,0.97,5.0,5.0,-5.0,-1.0
269.84,0.97,5.0,5.0,-5.0,-1.0
269.85,0.97,5.0,5.0,-5.0,-1.0
269.86,0.97,5.0,5.0,-5.0,-1.0
269.87,0.97,5.0,5.0,-5.0,-1.0
269.88,0.96,5.0,5.0,-5.0,-1.0
269.89,0.96,5.0,5.0,-5.0,-1.0
269.9,0.96,5.0,5.0,-5.0,-1.0
269.91,0.96,5.0,5.0,-5.0,-1.0
269.92,0.96,5.0,5.0,-5.0,-1.0
269.93,0.96,5.0,5.0,-5.0,-1.0
269.94,0.96,5.0,5.0,-5.0,-1.0
269.95,0.96,5.0,5.0,-5.0,-1.0
269.96,0.96,5.0,5.0,-5.0,-1.0
269.97,0.96,5.0,5.0,-5.0,-1.0
269.98,0.96,5.0,5.0,-5.0,-1.0
269.99,0.96,5.0,5.0,-5.0,-1.0
270.0,0.96,5.0,5.0,-5.0,-1.0
270.01,0.96,5.0,5.0,-5.0,-1.0
270.02,0.96,5.0,5.0,-5.0,-1.0
270.03,0.96,5.0,5.0,-5.0,-1.0
270.04,0.96,5.0,5.0,-5.0,-1.0
270.05,0.96,5.0,5.0,-5.0,-1.0
270.06,0.96,5.0,5.0,-5.0,-1.0
270.07,0.96,5.0,5.0,-5.0,-1.0
270.08,0.96,5.0,5.0,-5.0,-1.0
270.09,0.95,5.0,5.0,-5.0,-1.0
270.1,0.95,5.0,5.0,-5.0,-1.0
270.11,0.95,5.0,5.0,-5.0,-1.0
270.12,0.95,5.0,5.0,-5.0,-1.0
270.13,0.95,5.0,5.0,-5.0,-1.0
270.14,0.95,5.0,5.0,-5.0,-1.0
270.15,0.95,5.0,5.0,-5.0,-1.0
270.16,0.94,5.0,5.0,-5.0,-1.0
270.17,0.94,5.0,5.0,-5.0,-1.0
270.18,0.94,5.0,5.0,-5.0,-1.0
270.19,0.94,5.0,5.0,-5.0,-1.0
270.2,0.94,5.0,5.0,-5.0,-1.0
270.21,0.94,5.0,5.0,-5.0,-1.0
270.22,0.94,5.0,5.0,-5.0,-1.0
270.23,0.93,5.0,5.0,-5.0,-1.0
270.24,0.94,5.0,5.0,-5.0,-1.0
270.25,0.94,5.0,5.0,-5.0,-1.0
270.26,0.94,5.0,5.0,-5.0,-1.0
270.27,0.94,5.0,5.0,-5.0,-1.0
270.28,0.94,5.0,5.0,-5.0,-1.0
270.29,0.94,5.0,5.0,-5.0,-1.0
270.3,0.94,5.0,5.0,-5.0,-1.0
270.31,0.94,5.0,5.0,-5.0,-1.0
270.32,0.94,5.0,5.0,-5.0,-1.0
270.33,0.94,5.0,5.0,-5.0,-1.0
270.34,0.94,5.0,5.0,-5.0,-1.0
270.35,0.94,5.0,5.0,-5.0,-1.0
270.36,0.94,5.0,5.0,-5.0,-1.0
270.37,0.94,5.0,5.0,-5.0,-1.0
270.38,0.94,5.0,5.0,-5.0,-1.0
270.39,0.94,5.0,5.0,-5.0,-1.0
270.4,0.94,5.0,5.0,-5.0,-1.0
270.41,0.95,5.0,5.0,-5.0,-1.0
270.42,0.95,5.0,5.0,-5.0,-1.0
270.43,0.95,5.0,5.0,-5.0,-1.0
270.44,0.95,5.0,5.0,-5.0,-1.0
270.45,0.95,5.0,5.0,-5.0,-1.0
270.46,0.95,5.0,5.0,-5.0,-1.0
270.47,0.95,5.0,5.0,-5.0,-1.0
270.48,0.95,5.0,5.0,-5.0,-1.0
270.49,0.95,5.0,5.0,-5.0,-1.0
270.5,0.95,5.0,5.0,-5.0,-1.0
270.51,0.95,5.0,5.0,-5.0,-1.0
270.52,0.95,5.0,5.0,-5.0,-1.0
270.53,0.95,5.0,5.0,-5.0,-1.0
270.54,0.95,5.0,5.0,-5.0,-1.0
270.55,0.95,5.0,5.0,-5.0,-1.0
270.56,0.95,5.0,5.0,-5.0,-1.0
270.57,0.95,5.0,5.0,-5.0,-1.0
270.58,0.95,5.0,5.0,-5.0,-1.0
270.59,0.96,5.0,5.0,-5.0,-1.0
270.6,0.96,5.0,5.0,-5.0,-1.0
270.61,0.96,5.0,5.0,-5.0,-1.0
270.62,0.96,5.0,5.0,-5.0,-1.0
270.63,0.95,5.0,5.0,-5.0,-1.0
270.64,0.95,5.0,5.0,-5.0,-1.0
270.65,0.95,5.0,5.0,-5.0,-1.0
270.66,0.95,5.0,5.0,-5.0,-1.0
270.67,0.95,5.0,5.0,-5.0,-1.0
270.68,0.95,5.0,5.0,-5.0,-1.0
270.69,0.95,5.0,5.0,-5.0,-1.0
270.7,0.95,5.0,5.0,-5.0,-1.0
270.71,0.95,5.0,5.0,-5.0,-1.0
270.72,0.95,5.0,5.0,-5.0,-1.0
270.73,0.95,5.0,5.0,-5.0,-1.0
270.74,0.95,5.0,5.0,-5.0,-1.0
270.75,0.94,5.0,5.0,-5.0,-1.0
270.76,0.94,5.0,5.0,-5.0,-1.0
270.77,0.94,5.0,5.0,-5.0,-1.0
270.78,0.94,5.0,5.0,-5.0,-1.0
270.79,0.94,5.0,5.0,-5.0,-1.0
270.8,0.94,5.0,5.0,-5.0,-1.0
270.81,0.94,5.0,5.0,-5.0,-1.0
270.82,0.94,5.0,5.0,-5.0,-1.0
270.83,0.94,5.0,5.0,-5.0,-1.0
270.84,0.94,5.0,5.0,-5.0,-1.0
270.85,0.94,5.0,5.0,-5.0,-1.0
270.86,0.94,5.0,5.0,-5.0,-1.0
270.87,0.94,5.0,5.0,-5.0,-1.0
270.88,0.94,5.0,5.0,-5.0,-1.0
270.89,0.94,5.0,5.0,-5.0,-1.0
270.9,0.94,5.0,5.0,-5.0,-1.0
270.91,0.94,5.0,5.0,-5.0,-1.0
270.92,0.94,5.0,5.0,-5.0,-1.0
270.93,0.94,5.0,5.0,-5.0,-1.0
270.94,0.94,5.0,5.0,-5.0,-1.0
270.95,0.94,5.0,5.0,-5.0,-1.0
270.96,0.94,5.0,5.0,-5.0,-1.0
270.97,0.94,5.0,5.0,-5.0,-1.0
270.98,0.94,5.0,5.0,-5.0,-1.0
270.99,0.94,5.0,5.0,-5.0,-1.0
271.0,0.94,5.0,5.0,-5.0,-1.0
271.01,0.94,5.0,5.0,-5.0,-1.0
271.02,0.94,5.0,5.0,-5.0,-1.0
271.03,0.94,5.0,5.0,-5.0,-1.0
271.04,0.94,5.0,5.0,-5.0,-1.0
271.05,0.94,5.0,5.0,-5.0,-1.0
271.06,0.94,5.0,5.0,-5.0,-1.0
271.07,0.94,5.0,5.0,-5.0,-1.0
271.08,0.94,5.0,5.0,-5.0,-1.0
271.09,0.94,5.0,5.0,-5.0,-1.0
271.1,0.94,5.0,5.0,-5.0,-1.0
271.11,0.94,5.0,5.0,-5.0,-1.0
271.12,0.94,5.0,5.0,-5.0,-1.0
271.13,0.94,5.0,5.0,-5.0,-1.0
271.14,0.94,5.0,5.0,-5.0,-1.0
271.15,0.94,5.0,5.0,-5.0,-1.0
271.16,0.94,5.0,5.0,-5.0,-1.0
271.17,0.94,5.0,5.0,-5.0,-1.0
271.18,0.94,5.0,5.0,-5.0,-1.0
271.19,0.94,5.0,5.0,-5.0,-1.0
271.2,0.94,5.0,5.0,-5.0,-1.0
271.21,0.94,5.0,5.0,-5.0,-1.0
271.22,0.94,5.0,5.0,-5.0,-1.0
271.23,0.94,5.0,5.0,-5.0,-1.0
271.24,0.94,5.0,5.0,-5.0,-1.0
271.25,0.94,5.0,5.0,-5.0,-1.0
271.26,0.94,5.0,5.0,-5.0,-1.0
271.27,0.94,5.0,5.0,-5.0,-1.0
271.28,0.94,5.0,5.0,-5.0,-1.0
271.29,0.94,5.0,5.0,-5.0,-1.0
271.3,0.94,5.0,5.0,-5.0,-1.0
271.31,0.94,5.0,5.0,-5.0,-1.0
271.32,0.94,5.0,5.0,-5.0,-1.0
271.33,0.94,5.0,5.0,-5.0,-1.0
271.34,0.94,5.0,5.0,-5.0,-1.0
271.35,0.94,5.0,5.0,-5.0,-1.0
271.36,0.94,5.0,5.0,-5.0,-1.0
271.37,0.95,5.0,5.0,-5.0,-1.0
271.38,0.95,5.0,5.0,-5.0,-1.0
271.39,0.95,5.0,5.0,-5.0,-1.0
271.4,0.95,5.0,5.0,-5.0,-1.0
271.41,0.95,5.0,5.0,-5.0,-1.0
271.42,0.95,5.0,5.0,-5.0,-1.0
271.43,0.95,5.0,5.0,-5.0,-1.0
271.44,0.95,5.0,5.0,-5.0,-1.0
271.45,0.95,5.0,5.0,-5.05,-1.01
271.46,0.95,5.0,5.0,-5.11,-1.02
271.47,0.94,5.0,5.0,-5.16,-1.03
271.48,0.94,5.0,5.0,-5.21,-1.04
271.49,0.94,5.0,5.0,-5.26,-1.05
271.5,0.94,5.0,5.0,-5.32,-1.06
271.51,0.94,5.0,5.0,-5.37,-1.07
271.52,0.94,5.0,5.0,-5.42,-1.08
271.53,0.94,5.0,5.0,-5.47,-1.09
271.54,0.94,5.0,5.0,-5.53,-1.11
271.55,0.94,5.0,5.0,-5.58,-1.12
271.56,0.94,5.0,5.0,-5.63,-1.13
271.57,0.94,5.0,5.0,-5.68,-1.14
271.58,0.94,5.0,5.0,-5.74,-1.15
271.59,0.94,5.0,5.0,-5.79,-1.16
271.6,0.94,5.0,5.0,-5.84,-1.17
271.61,0.94,5.0,5.0,-5.89,-1.18
271.62,0.94,5.0,5.0,-5.95,-1.19
271.63,0.94,5.0,5.0,-6.0,-1.2
271.64,0.94,5.0,5.0,-6.0,-1.2
271.65,0.94,5.0,5.0,-6.0,-1.2
271.66,0.94,5.0,5.0,-6.0,-1.2
271.67,0.94,5.0,5.0,-6.0,-1.2
271.68,0.94,5.0,5.0,-6.0,-1.2
271.69,0.94,5.0,5.0,-6.0,-1.2
271.7,0.94,5.0,5.0,-6.0,-1.2
271.71,0.94,5.0,5.0,-6.0,-1.2
271.72,0.94,5.0,5.0,-6.0,-1.2
271.73,0.94,5.0,5.0,-6.0,-1.2
271.74,0.94,5.0,5.0,-6.0,-1.2
271.75,0.94,5.0,5.0,-6.0,-1.2
271.76,0.94,5.0,5.0,-6.0,-1.2
271.77,0.94,5.0,5.0,-6.0,-1.2
271.78,0.94,5.0,5.0,-6.0,-1.2
271.79,0.94,5.0,5.0,-6.0,-1.2
271.8,0.94,5.0,5.0,-6.0,-1.2
271.81,0.94,5.0,5.0,-6.0,-1.2
271.82,0.94,5.0,5.0,-6.0,-1.2
271.83,0.94,5.0,5.0,-6.0,-1.2
271.84,0.94,5.0,5.0,-6.0,-1.2
271.85,0.94,5.0,5.0,-6.0,-1.2
271.86,0.94,5.0,5.0,-6.0,-1.2
271.87,0.94,5.0,5.0,-6.0,-1.2
271.88,0.94,5.0,5.0,-6.0,-1.2
271.89,0.94,5.0,5.0,-6.0,-1.2
271.9,0.94,5.0,5.0,-6.0,-1.2
271.91,0.94,5.0,5.0,-6.0,-1.2
271.92,0.94,5.0,5.0,-6.0,-1.2
271.93,0.94,5.0,5.0,-6.0,-1.2
271.94,0.94,5.0,5.0,-6.0,-1.2
271.95,0.94,5.0,5.0,-6.0,-1.2
271.96,0.94,5.0,5.0,-6.0,-1.2
271.97,0.94,5.0,5.0,-6.0,-1.2
271.98,0.94,5.0,5.0,-6.0,-1.2
271.99,0.94,5.0,5.0,-6.0,-1.2
272.0,0.94,5.0,5.0,-6.0,-1.2
272.01,0.94,5.0,5.0,-6.0,-1.2
272.02,0.94,5.0,5.0,-6.0,-1.2
272.03,0.94,5.0,5.0,-6.0,-1.2
272.04,0.94,5.0,5.0,-6.0,-1.2
272.05,0.94,5.0,5.0,-6.0,-1.2
272.06,0.94,5.0,5.0,-6.0,-1.2
272.07,0.94,5.0,5.0,-6.0,-1.2
272.08,0.94,5.0,5.0,-6.0,-1.2
272.09,0.94,5.0,5.0,-6.0,-1.2
272.1,0.94,5.0,5.0,-6.0,-1.2
272.11,0.94,5.0,5.0,-6.0,-1.2
272.12,0.94,5.0,5.0,-6.0,-1.2
272.13,0.94,5.0,5.0,-6.0,-1.2
272.14,0.94,5.0,5.0,-6.0,-1.2
272.15,0.94,5.0,5.0,-6.0,-1.2
272.16,0.94,5.0,5.0,-6.0,-1.2
272.17,0.94,5.0,5.0,-6.0,-1.2
272.18,0.94,5.0,5.0,-6.0,-1.2
272.19,0.94,5.0,5.0,-6.0,-1.2
272.2,0.94,5.0,5.0,-6.0,-1.2
272.21,0.94,5.0,5.0,-6.0,-1.2
272.22,0.94,5.0,5.0,-6.0,-1.2
272.23,0.94,5.0,5.0,-6.0,-1.2
272.24,0.95,5.0,5.0,-6.0,-1.2
272.25,0.95,5.0,5.0,-6.0,-1.2
272.26,0.95,5.0,5.0,-6.0,-1.2
272.27,0.95,5.0,5.0,-6.0,-1.2
272.28,0.95,5.0,5.0,-6.0,-1.2
272.29,0.95,5.0,5.0,-6.0,-1.2
272.3,0.95,5.0,5.0,-6.0,-1.2
272.31,0.95,5.0,5.0,-6.0,-1.2
272.32,0.95,5.0,5.0,-6.0,-1.2
272.33,0.95,5.0,5.0,-6.0,-1.2
272.34,0.95,5.0,5.0,-6.0,-1.2
272.35,0.95,5.0,5.0,-6.0,-1.2
272.36,0.95,5.0,5.0,-6.0,-1.2
272.37,0.95,5.0,5.0,-6.0,-1.2
272.38,0.95,5.0,5.0,-6.0,-1.2
272.39,0.95,5.0,5.0,-5.99,-1.2
272.4,0.95,5.0,5.0,-5.97,-1.2
272.41,0.95,5.0,5.0,-5.96,-1.19
272.42,0.95,5.0,5.0,-5.95,-1.19
272.43,0.95,5.0,5.0,-5.94,-1.19
272.44,0.95,5.0,5.0,-5.92,-1.18
272.45,0.95,5.0,5.0,-5.91,-1.18
272.46,0.95,5.0,5.0,-5.9,-1.18
272.47,0.95,5.0,5.0,-5.89,-1.18
272.48,0.95,5.0,5.0,-5.87,-1.17
272.49,0.95,5.0,5.0,-5.86,-1.17
272.5,0.95,5.0,5.0,-5.85,-1.17
272.51,0.95,5.0,5.0,-5.84,-1.17
272.52,0.95,5.0,5.0,-5.82,-1.17
272.53,0.95,5.0,5.0,-5.81,-1.16
272.54,0.95,5.0,5.0,-5.8,-1.16
272.55,0.95,5.0,5.0,-5.78,-1.16
272.56,0.95,5.0,5.0,-5.77,-1.15
272.57,0.95,5.0,5.0,-5.76,-1.15
272.58,0.95,5.0,5.0,-5.75,-1.15
272.59,0.95,5.0,5.0,-5.73,-1.15
272.6,0.95,5.0,5.0,-5.72,-1.14
272.61,0.95,5.0,5.0,-5.71,-1.14
272.62,0.95,5.0,5.0,-5.7,-1.14
272.63,0.95,5.0,5.0,-5.68,-1.14
272.64,0.95,5.0,5.0,-5.67,-1.14
272.65,0.95,5.0,5.0,-5.66,-1.13
272.66,0.95,5.0,5.0,-5.65,-1.13
272.67,0.95,5.0,5.0,-5.63,-1.13
272.68,0.95,5.0,5.0,-5.62,-1.12
272.69,0.95,5.0,5.0,-5.61,-1.12
272.7,0.95,5.0,5.0,-5.59,-1.12
272.71,0.95,5.0,5.0,-5.58,-1.12
272.72,0.95,5.0,5.0,-5.57,-1.11
272.73,0.95,5.0,5.0,-5.56,-1.11
